id,ts,key,value,beauty_salon_id
86409,2023-10-12 05:39:53,Price Range,Average,231618
86410,2023-10-12 05:39:53,By Appointment Only,Yes,231618
88049,2023-10-12 06:34:34,Parking,"Lot, Private",232258
88050,2023-10-12 06:34:34,Wheelchair Accessible,Yes,232258
88051,2023-10-12 06:34:34,By Appointment Only,Yes,232258
89600,2023-10-12 07:07:53,Parking,Valet,232940
89601,2023-10-12 07:07:53,By Appointment Only,Yes,232940
90142,2023-10-12 07:17:28,Bike Parking,Yes,233065
90143,2023-10-12 07:17:28,Parking,Street,233065
90144,2023-10-12 07:17:28,Wheelchair Accessible,Yes,233065
90145,2023-10-12 07:17:28,By Appointment Only,Yes,233065
90408,2023-10-12 07:27:42,Parking,Lot,233116
90409,2023-10-12 07:27:42,Bike Parking,Yes,233116
90410,2023-10-12 07:27:42,Wheelchair Accessible,Yes,233116
90411,2023-10-12 07:27:42,By Appointment Only,Yes,233116
90477,2023-10-12 07:32:02,Parking,"Garage, Street",233126
90478,2023-10-12 07:32:02,Wheelchair Accessible,Yes,233126
93370,2023-10-12 10:35:17,Wheelchair Accessible,No,234305
93371,2023-10-12 10:35:17,Bike Parking,No,234305
93372,2023-10-12 10:35:17,Parking,"Garage, Street",234305
95403,2023-10-12 12:52:09,Price Range,Below Average,238266
95404,2023-10-12 12:52:09,Wheelchair Accessible,Yes,238266
95405,2023-10-12 12:52:09,Parking,"Street, Lot, Private",238266
95406,2023-10-12 12:52:09,By Appointment Only,Yes,238266
98499,2023-10-12 15:29:04,Parking,"On Site, Free",240038
99533,2023-10-12 16:22:23,Parking,Lot,240876
99534,2023-10-12 16:22:23,Bike Parking,No,240876
99535,2023-10-12 16:22:23,Wheelchair Accessible,Yes,240876
99536,2023-10-12 16:22:23,By Appointment Only,Yes,240876
99537,2023-10-12 16:22:23,Specialties,"Coloring, Curly Hair, Kids' Hair",240876
100233,2023-10-12 17:19:11,Parking,"Street, Lot, Private",241250
100234,2023-10-12 17:19:11,Wheelchair Accessible,Yes,241250
100454,2023-10-12 17:24:29,Parking,"Lot, Self, On Site, Free",241429
100455,2023-10-12 17:24:29,Bike Parking,Yes,241429
100456,2023-10-12 17:24:29,Wheelchair Accessible,Yes,241429
100596,2023-10-12 17:27:18,Parking,"Lot, Private",241528
100597,2023-10-12 17:27:18,Bike Parking,Yes,241528
100598,2023-10-12 17:27:18,Wheelchair Accessible,Yes,241528
100599,2023-10-12 17:27:18,Price Range,Below Average,241528
100600,2023-10-12 17:27:18,By Appointment Only,No,241528
102235,2023-10-12 18:55:01,Parking,"Street, Lot, Free",241988
102236,2023-10-12 18:55:01,Wheelchair Accessible,Yes,241988
102237,2023-10-12 18:55:01,Price Range,Average,241988
102238,2023-10-12 18:55:01,Specialties,Wedding Ceremonies,241988
102239,2023-10-12 18:55:01,By Appointment Only,Yes,241988
110153,2023-10-13 02:34:34,Price Range,Average,244636
110154,2023-10-13 02:34:34,Parking,"Lot, Private",244636
110155,2023-10-13 02:34:34,Bike Parking,Yes,244636
110156,2023-10-13 02:34:34,By Appointment Only,Yes,244636
110157,2023-10-13 02:34:34,Wheelchair Accessible,Yes,244636
110158,2023-10-13 02:34:34,Services,"Tattoo Removal, Vein Treatments",244636
115443,2023-10-13 08:14:06,Parking,"Street, Self, Free, Private",246263
115444,2023-10-13 08:14:06,Bike Parking,No,246263
115445,2023-10-13 08:14:06,Price Range,Average,246263
115446,2023-10-13 08:14:06,Wheelchair Accessible,No,246263
115447,2023-10-13 08:14:06,By Appointment Only,Yes,246263
115973,2023-10-13 09:08:21,Parking,"Lot, Private",246427
115974,2023-10-13 09:08:21,Bike Parking,Yes,246427
115975,2023-10-13 09:08:21,Wheelchair Accessible,Yes,246427
115976,2023-10-13 09:08:21,By Appointment Only,Yes,246427
125225,2023-10-13 23:13:32,Price Range,Average,251382
125226,2023-10-13 23:13:32,By Appointment Only,No,251382
126718,2023-10-14 00:31:07,Parking,"Lot, Self, Private",252717
126719,2023-10-14 00:31:07,Wheelchair Accessible,Yes,252717
126720,2023-10-14 00:31:07,Price Range,Average,252717
126721,2023-10-14 00:31:07,By Appointment Only,Yes,252717
128728,2023-10-14 05:08:57,Price Range,Below Average,256108
131381,2023-10-14 12:33:02,Services,Medical Services,258033
134967,2023-10-14 21:51:29,Bike Parking,No,261891
134968,2023-10-14 21:51:29,Parking,"Lot, Private",261891
134969,2023-10-14 21:51:29,Wheelchair Accessible,Yes,261891
134970,2023-10-14 21:51:29,By Appointment Only,No,261891
134971,2023-10-14 21:51:29,Pets Allowed,Yes,261891
137219,2023-10-15 01:27:45,Parking,"Lot, Private",263147
137220,2023-10-15 01:27:45,Price Range,Average,263147
137221,2023-10-15 01:27:45,By Appointment Only,Yes,263147
137832,2023-10-15 02:43:41,Parking,Lot,263681
138112,2023-10-15 03:14:30,Parking,Free,263808
138113,2023-10-15 03:14:30,Wheelchair Accessible,Yes,263808
138114,2023-10-15 03:14:30,By Appointment Only,Yes,263808
139860,2023-10-15 05:54:35,Parking,"Garage, Street",264403
139861,2023-10-15 05:54:35,Wi-Fi,Free,264403
139862,2023-10-15 05:54:35,Price Range,Average,264403
139863,2023-10-15 05:54:35,Wheelchair Accessible,Yes,264403
139864,2023-10-15 05:54:35,Bike Parking,Yes,264403
139865,2023-10-15 05:54:35,By Appointment Only,Yes,264403
140678,2023-10-15 08:29:58,Bike Parking,Yes,264761
140679,2023-10-15 08:29:58,Parking,"Garage, Street, Validated",264761
140680,2023-10-15 08:29:58,Wheelchair Accessible,Yes,264761
140681,2023-10-15 08:29:58,By Appointment Only,Yes,264761
140682,2023-10-15 08:29:58,Price Range,Average,264761
143767,2023-10-18 18:33:10,Bike Parking,No,265669
143768,2023-10-18 18:33:10,By Appointment Only,Yes,265669
144365,2023-10-18 19:28:01,Parking,"Lot, Free",265929
144366,2023-10-18 19:28:01,Bike Parking,No,265929
144367,2023-10-18 19:28:01,Wheelchair Accessible,Yes,265929
144368,2023-10-18 19:28:01,By Appointment Only,Yes,265929
148233,2023-10-19 01:26:32,Parking,Lot,268094
149151,2023-10-19 03:37:13,Parking,Lot,268925
149152,2023-10-19 03:37:13,Wheelchair Accessible,Yes,268925
149153,2023-10-19 03:37:13,Bike Parking,Yes,268925
149154,2023-10-19 03:37:13,By Appointment Only,Yes,268925
150042,2023-10-19 04:49:30,Parking,Lot,269428
150043,2023-10-19 04:49:30,Bike Parking,Yes,269428
150044,2023-10-19 04:49:30,By Appointment Only,No,269428
151554,2023-10-19 08:10:11,Parking,Lot,270172
151555,2023-10-19 08:10:11,By Appointment Only,Yes,270172
152656,2023-10-19 11:10:38,Parking,Lot,271217
153144,2023-10-19 11:54:15,Parking,"Lot, Private",271415
153145,2023-10-19 11:54:15,Bike Parking,Yes,271415
153146,2023-10-19 11:54:15,Price Range,Above Average,271415
153147,2023-10-19 11:54:15,By Appointment Only,Yes,271415
153239,2023-10-19 12:02:33,Parking,Lot,271433
157260,2023-10-20 04:57:50,Parking,Lot,275711
161676,2023-10-20 20:41:11,Parking,"Lot, Self, On Site, Free",281012
161677,2023-10-20 20:41:11,Wheelchair Accessible,Yes,281012
165135,2023-10-21 04:08:42,Price Range,Average,284085
165438,2023-10-21 05:12:15,Parking,"Garage, Street",284235
165439,2023-10-21 05:12:15,Wheelchair Accessible,Yes,284235
165440,2023-10-21 05:12:15,By Appointment Only,Yes,284235
165584,2023-10-21 05:32:18,Parking,"Paid, Lot, Self",284296
165585,2023-10-21 05:32:18,Wheelchair Accessible,Yes,284296
165586,2023-10-21 05:32:18,Price Range,Average,284296
165902,2023-10-21 07:13:08,Parking,"Lot, Private",284476
165903,2023-10-21 07:13:08,Bike Parking,No,284476
165904,2023-10-21 07:13:08,Wheelchair Accessible,Yes,284476
165905,2023-10-21 07:13:08,Price Range,Average,284476
165906,2023-10-21 07:13:08,By Appointment Only,Yes,284476
166245,2023-10-21 08:02:38,Parking,"Garage, Street",284677
166246,2023-10-21 08:02:38,Wheelchair Accessible,Yes,284677
166247,2023-10-21 08:02:38,By Appointment Only,Yes,284677
167343,2023-10-21 11:00:24,Parking,"Validated, Lot",285816
167344,2023-10-21 11:00:24,Bike Parking,Yes,285816
167345,2023-10-21 11:00:24,Wheelchair Accessible,Yes,285816
167669,2023-10-21 11:50:41,Parking,"Self, On Site, Free",286081
167722,2023-10-21 12:16:12,Parking,"Self, On Site, Free, Private",286097
167926,2023-10-21 12:41:54,Price Range,Average,286230
170273,2023-10-21 19:42:44,Parking,Paid,287774
170274,2023-10-21 19:42:44,Bike Parking,Yes,287774
170275,2023-10-21 19:42:44,Wheelchair Accessible,Yes,287774
170276,2023-10-21 19:42:44,By Appointment Only,No,287774
170502,2023-10-21 20:23:06,Parking,Street,287890
170503,2023-10-21 20:23:06,By Appointment Only,Yes,287890
170827,2023-10-21 21:12:14,Parking,Free,288202
170828,2023-10-21 21:12:14,Wheelchair Accessible,Yes,288202
171091,2023-10-21 21:45:37,Parking,Street,288249
171092,2023-10-21 21:45:37,By Appointment Only,Yes,288249
171670,2023-10-21 23:17:58,Wheelchair Accessible,Yes,289428
171671,2023-10-21 23:17:58,Parking,"Lot, Private",289428
171672,2023-10-21 23:17:58,Bike Parking,Yes,289428
171928,2023-10-22 00:20:14,Parking,"Lot, Private",290462
171929,2023-10-22 00:20:14,Bike Parking,No,290462
171930,2023-10-22 00:20:14,By Appointment Only,Yes,290462
172248,2023-10-22 01:20:42,Bike Parking,Yes,291296
172249,2023-10-22 01:20:42,Wheelchair Accessible,Yes,291296
172418,2023-10-22 02:07:13,By Appointment Only,Yes,291625
173515,2023-10-22 06:11:53,Parking,Street,293883
173516,2023-10-22 06:11:53,Bike Parking,Yes,293883
173517,2023-10-22 06:11:53,Price Range,Average,293883
173518,2023-10-22 06:11:53,By Appointment Only,Yes,293883
173842,2023-10-22 06:43:23,Parking,"Lot, Private",294696
173843,2023-10-22 06:43:23,Price Range,Average,294696
173844,2023-10-22 06:43:23,Wheelchair Accessible,Yes,294696
173845,2023-10-22 06:43:23,Bike Parking,Yes,294696
173846,2023-10-22 06:43:23,By Appointment Only,Yes,294696
173893,2023-10-22 06:47:26,Parking,Street,294999
173894,2023-10-22 06:47:26,Bike Parking,No,294999
173895,2023-10-22 06:47:26,Wheelchair Accessible,Yes,294999
173896,2023-10-22 06:47:26,Price Range,Average,294999
173897,2023-10-22 06:47:26,By Appointment Only,Yes,294999
174506,2023-10-22 09:00:11,Wheelchair Accessible,Yes,297272
174507,2023-10-22 09:00:11,Parking,"Lot, Private",297272
174508,2023-10-22 09:00:11,By Appointment Only,Yes,297272
174565,2023-10-22 09:27:37,Parking,"Lot, Self, On Site, Free",297437
174566,2023-10-22 09:27:37,Wheelchair Accessible,Yes,297437
174639,2023-10-22 10:00:14,Parking,Lot,297534
175950,2023-10-22 15:22:41,Price Range,Average,300098
175951,2023-10-22 15:22:41,By Appointment Only,Yes,300098
176635,2023-10-22 19:51:36,Price Range,Average,302536
176636,2023-10-22 19:51:36,Wheelchair Accessible,No,302536
176637,2023-10-22 19:51:36,Parking,Street,302536
176638,2023-10-22 19:51:36,By Appointment Only,Yes,302536
176722,2023-10-22 20:14:30,Parking,Lot,302681
176723,2023-10-22 20:14:30,Bike Parking,Yes,302681
176724,2023-10-22 20:14:30,Wheelchair Accessible,Yes,302681
176725,2023-10-22 20:14:30,By Appointment Only,No,302681
176726,2023-10-22 20:14:30,Price Range,Average,302681
177007,2023-10-22 21:11:45,Parking,"Lot, Self, On Site, Free",303202
177008,2023-10-22 21:11:45,Wheelchair Accessible,Yes,303202
178925,2023-10-23 07:51:26,Parking,"Lot, Private",306411
178926,2023-10-23 07:51:26,Price Range,Average,306411
178927,2023-10-23 07:51:26,Wheelchair Accessible,Yes,306411
178928,2023-10-23 07:51:26,Bike Parking,Yes,306411
178929,2023-10-23 07:51:26,By Appointment Only,Yes,306411
178930,2023-10-23 07:51:26,Good for Kids,Yes,306411
179722,2023-10-23 10:29:30,Parking,Street,307264
179723,2023-10-23 10:29:30,By Appointment Only,Yes,307264
179724,2023-10-23 10:29:30,Price Range,Average,307264
179725,2023-10-23 10:29:30,Bike Parking,Yes,307264
179726,2023-10-23 10:29:30,Wheelchair Accessible,Yes,307264
179914,2023-10-23 11:21:06,Parking,"Lot, Self, On Site, Free",307764
180467,2023-10-23 14:43:37,Parking,"Self, On Site, Free, Private",308663
180468,2023-10-23 14:43:37,Wheelchair Accessible,Yes,308663
182265,2023-10-23 22:09:08,Parking,"Street, Free",311281
182266,2023-10-23 22:09:08,Wheelchair Accessible,Yes,311281
182267,2023-10-23 22:09:08,By Appointment Only,Yes,311281
182289,2023-10-23 22:15:50,Price Range,Average,311293
182290,2023-10-23 22:15:50,By Appointment Only,Yes,311293
184125,2023-10-24 05:37:07,Parking,"Lot, Private",319428
184126,2023-10-24 05:37:07,Bike Parking,Yes,319428
184127,2023-10-24 05:37:07,Wheelchair Accessible,No,319428
184128,2023-10-24 05:37:07,Price Range,Average,319428
184129,2023-10-24 05:37:07,By Appointment Only,Yes,319428
184223,2023-10-24 06:04:59,Bike Parking,Yes,320755
184472,2023-10-24 08:10:45,Price Range,Average,323367
184473,2023-10-24 08:10:45,By Appointment Only,Yes,323367
184893,2023-10-24 10:25:41,Parking,"Street, Lot, Private",324511
185473,2023-10-24 13:54:26,Parking,"Lot, Private",325517
185474,2023-10-24 13:54:26,Bike Parking,Yes,325517
185475,2023-10-24 13:54:26,Wheelchair Accessible,Yes,325517
185476,2023-10-24 13:54:26,By Appointment Only,Yes,325517
188161,2023-10-24 19:21:14,Parking,"Lot, Self, On Site",329127
188162,2023-10-24 19:21:14,Wheelchair Accessible,No,329127
188163,2023-10-24 19:21:14,Price Range,Average,329127
188164,2023-10-24 19:21:14,By Appointment Only,Yes,329127
188318,2023-10-24 19:38:58,Parking,"Lot, Private",329169
188319,2023-10-24 19:38:58,Bike Parking,Yes,329169
188320,2023-10-24 19:38:58,Wheelchair Accessible,Yes,329169
188321,2023-10-24 19:38:58,By Appointment Only,Yes,329169
188409,2023-10-24 19:41:52,Parking,"Lot, Free",329207
188410,2023-10-24 19:41:52,Wheelchair Accessible,Yes,329207
190041,2023-10-24 22:09:43,Wheelchair Accessible,Yes,330159
190042,2023-10-24 22:09:43,Parking,"Lot, Private",330159
190043,2023-10-24 22:09:43,Bike Parking,No,330159
190044,2023-10-24 22:09:43,By Appointment Only,No,330159
194753,2023-10-25 06:54:55,Bike Parking,No,333760
194754,2023-10-25 06:54:55,By Appointment Only,Yes,333760
198251,2023-10-25 12:45:04,Wheelchair Accessible,Yes,335789
198252,2023-10-25 12:45:04,By Appointment Only,No,335789
199817,2023-10-25 17:22:26,Parking,"Lot, Private",337070
202293,2023-10-25 20:39:35,Parking,Lot,337937
187028,2023-10-24 17:39:35,Parking,"Lot, Self, On Site, Free",338438
187029,2023-10-24 17:39:35,Bike Parking,Yes,338438
187030,2023-10-24 17:39:35,Wheelchair Accessible,Yes,338438
187031,2023-10-24 17:39:35,By Appointment Only,Yes,338438
188885,2023-10-24 20:22:51,Parking,"Lot, Private",339293
188886,2023-10-24 20:22:51,Wheelchair Accessible,Yes,339293
188887,2023-10-24 20:22:51,By Appointment Only,Yes,339293
189145,2023-10-24 20:40:22,Parking,Street,339377
189146,2023-10-24 20:40:22,Wheelchair Accessible,No,339377
189147,2023-10-24 20:40:22,By Appointment Only,Yes,339377
195214,2023-10-25 07:39:14,Price Range,Above Average,342518
199234,2023-10-25 15:04:43,Parking,"Lot, Private",345108
199235,2023-10-25 15:04:43,Bike Parking,No,345108
199236,2023-10-25 15:04:43,Wheelchair Accessible,Yes,345108
199237,2023-10-25 15:04:43,Price Range,Average,345108
199238,2023-10-25 15:04:43,By Appointment Only,Yes,345108
199616,2023-10-25 16:30:24,Wheelchair Accessible,Yes,345277
199617,2023-10-25 16:30:24,Parking,"Lot, Private",345277
199618,2023-10-25 16:30:24,Bike Parking,Yes,345277
199619,2023-10-25 16:30:24,By Appointment Only,Yes,345277
200060,2023-10-25 18:01:38,Parking,Street,345510
200061,2023-10-25 18:01:38,Bike Parking,Yes,345510
200062,2023-10-25 18:01:38,Wheelchair Accessible,Yes,345510
201254,2023-10-25 19:33:00,Price Range,Average,345863
201255,2023-10-25 19:33:00,Specialties,"Extensions, Perms, Straight Perms, Curly Hair, Coloring, Kids' Hair",345863
201256,2023-10-25 19:33:00,Wheelchair Accessible,Yes,345863
201257,2023-10-25 19:33:00,Bike Parking,Yes,345863
201258,2023-10-25 19:33:00,Parking,"Garage, Street, Lot, Private",345863
201805,2023-10-25 20:03:57,Parking,"Street, Lot, Private",345995
201806,2023-10-25 20:03:57,Bike Parking,Yes,345995
201807,2023-10-25 20:03:57,Wheelchair Accessible,Yes,345995
201808,2023-10-25 20:03:57,Price Range,Average,345995
201809,2023-10-25 20:03:57,By Appointment Only,Yes,345995
202805,2023-10-25 21:24:18,Parking,Garage,346235
202806,2023-10-25 21:24:18,Bike Parking,Yes,346235
202807,2023-10-25 21:24:18,Price Range,Average,346235
202808,2023-10-25 21:24:18,Wheelchair Accessible,Yes,346235
202809,2023-10-25 21:24:18,By Appointment Only,Yes,346235
204246,2023-10-25 23:12:36,Specialties,"Nail Disorders, Skin Disorders",346996
205294,2023-10-26 00:42:23,Parking,"Lot, Private",347646
205295,2023-10-26 00:42:23,Bike Parking,No,347646
205296,2023-10-26 00:42:23,By Appointment Only,Yes,347646
205549,2023-10-26 00:54:49,Parking,"Street, Lot, Private",347765
205550,2023-10-26 00:54:49,Wheelchair Accessible,Yes,347765
205551,2023-10-26 00:54:49,By Appointment Only,Yes,347765
206305,2023-10-26 02:02:36,Wheelchair Accessible,Yes,348154
2873,2023-10-09 06:36:20,Parking,"Lot, Private",350766
2874,2023-10-09 06:36:20,Wheelchair Accessible,Yes,350766
2875,2023-10-09 06:36:20,By Appointment Only,Yes,350766
6577,2023-10-09 08:48:39,Parking,"Lot, Private",351700
6578,2023-10-09 08:48:39,Bike Parking,Yes,351700
6579,2023-10-09 08:48:39,Wheelchair Accessible,Yes,351700
6580,2023-10-09 08:48:39,By Appointment Only,No,351700
8361,2023-10-09 09:41:00,Parking,"Lot, Free",352064
8362,2023-10-09 09:41:00,Price Range,Average,352064
8363,2023-10-09 09:41:00,By Appointment Only,Yes,352064
8692,2023-10-09 09:48:10,Price Range,Average,352078
8826,2023-10-09 09:50:33,Parking,"Lot, Private",352089
8827,2023-10-09 09:50:33,By Appointment Only,Yes,352089
9000,2023-10-09 09:57:11,Parking,"Lot, Private",352151
9001,2023-10-09 09:57:11,Bike Parking,Yes,352151
9002,2023-10-09 09:57:11,By Appointment Only,No,352151
9807,2023-10-09 10:50:38,Parking,"Lot, Private",352276
9808,2023-10-09 10:50:38,Bike Parking,Yes,352276
9809,2023-10-09 10:50:38,Price Range,Below Average,352276
9810,2023-10-09 10:50:38,By Appointment Only,Yes,352276
13212,2023-10-09 13:09:26,Parking,On Site,353141
13213,2023-10-09 13:09:26,Bike Parking,No,353141
13214,2023-10-09 13:09:26,Price Range,Average,353141
13215,2023-10-09 13:09:26,By Appointment Only,Yes,353141
14041,2023-10-09 13:38:38,Bike Parking,Yes,353245
14042,2023-10-09 13:38:38,Wheelchair Accessible,Yes,353245
14043,2023-10-09 13:38:38,Price Range,Average,353245
14044,2023-10-09 13:38:38,By Appointment Only,Yes,353245
17935,2023-10-09 16:11:48,Wheelchair Accessible,Yes,353794
17936,2023-10-09 16:11:48,Parking,"Street, Free",353794
18552,2023-10-09 16:44:51,Parking,Self,353859
20065,2023-10-09 17:53:05,Parking,"Lot, Free",354131
20066,2023-10-09 17:53:05,Price Range,Above Average,354131
27762,2023-10-09 23:17:06,Bike Parking,Yes,356654
27763,2023-10-09 23:17:06,Price Range,Below Average,356654
27764,2023-10-09 23:17:06,By Appointment Only,Yes,356654
35796,2023-10-10 05:14:47,Parking,"Lot, Free",359071
39244,2023-10-10 08:23:56,Parking,"Lot, Private",361702
39245,2023-10-10 08:23:56,Wheelchair Accessible,Yes,361702
39246,2023-10-10 08:23:56,Price Range,Average,361702
39247,2023-10-10 08:23:56,By Appointment Only,Yes,361702
45226,2023-10-10 13:00:11,Price Range,Average,364821
45227,2023-10-10 13:00:11,Wheelchair Accessible,Yes,364821
45228,2023-10-10 13:00:11,Bike Parking,Yes,364821
45229,2023-10-10 13:00:11,By Appointment Only,Yes,364821
46963,2023-10-10 14:29:22,Parking,Free,365345
46964,2023-10-10 14:29:22,Wheelchair Accessible,Yes,365345
47452,2023-10-10 14:51:54,By Appointment Only,Yes,365432
47453,2023-10-10 14:51:54,Price Range,Average,365432
47454,2023-10-10 14:51:54,Services,Liposuction,365432
59253,2023-10-11 03:12:49,Bike Parking,Yes,369434
59254,2023-10-11 03:12:49,By Appointment Only,Yes,369434
60178,2023-10-11 04:41:46,Bike Parking,Yes,369849
60179,2023-10-11 04:41:46,Wheelchair Accessible,Yes,369849
60180,2023-10-11 04:41:46,By Appointment Only,Yes,369849
60181,2023-10-11 04:41:46,Parking,"Lot, Free",369849
61803,2023-10-11 07:07:12,Parking,"Self, On Site, Free",371712
61804,2023-10-11 07:07:12,Bike Parking,No,371712
61805,2023-10-11 07:07:12,Wheelchair Accessible,Yes,371712
68465,2023-10-11 10:57:49,Parking,"Lot, Private",378659
68466,2023-10-11 10:57:49,Bike Parking,Yes,378659
68467,2023-10-11 10:57:49,By Appointment Only,No,378659
68508,2023-10-11 10:59:35,Wheelchair Accessible,Yes,378674
75959,2023-10-11 16:48:50,Bike Parking,Yes,388641
75960,2023-10-11 16:48:50,Wheelchair Accessible,Yes,388641
75961,2023-10-11 16:48:50,Price Range,Average,388641
75962,2023-10-11 16:48:50,Parking,"Street, Lot, Self, Private",388641
75963,2023-10-11 16:48:50,By Appointment Only,No,388641
81867,2023-10-11 23:39:14,Wheelchair Accessible,Yes,390772
81868,2023-10-11 23:39:14,Parking,"Lot, Self, Free",390772
81869,2023-10-11 23:39:14,Bike Parking,Yes,390772
85229,2023-10-12 04:36:42,Bike Parking,Yes,394172
85230,2023-10-12 04:36:42,Price Range,Average,394172
85231,2023-10-12 04:36:42,By Appointment Only,Yes,394172
87367,2023-10-12 06:20:17,Parking,Lot,396091
87368,2023-10-12 06:20:17,Services,"Tattoo Removal, Vein Treatments",396091
93664,2023-10-12 10:48:43,Parking,"Lot, Free",399469
106267,2023-10-12 22:15:22,Parking,Free,409655
106268,2023-10-12 22:15:22,Bike Parking,Yes,409655
106269,2023-10-12 22:15:22,Wheelchair Accessible,Yes,409655
106270,2023-10-12 22:15:22,Price Range,Average,409655
106271,2023-10-12 22:15:22,By Appointment Only,Yes,409655
106277,2023-10-12 22:15:31,Parking,Paid,409657
106278,2023-10-12 22:15:31,Bike Parking,Yes,409657
106279,2023-10-12 22:15:31,Wheelchair Accessible,Yes,409657
106280,2023-10-12 22:15:31,Price Range,Average,409657
106281,2023-10-12 22:15:31,By Appointment Only,No,409657
106674,2023-10-12 22:32:35,Parking,"Lot, Private",409696
106675,2023-10-12 22:32:35,Bike Parking,Yes,409696
106676,2023-10-12 22:32:35,Price Range,Average,409696
106677,2023-10-12 22:32:35,By Appointment Only,Yes,409696
108055,2023-10-12 23:28:13,Parking,"Street, Lot, Self, On Site, Free",410186
108056,2023-10-12 23:28:13,Wheelchair Accessible,Yes,410186
108057,2023-10-12 23:28:13,Price Range,Above Average,410186
108058,2023-10-12 23:28:13,By Appointment Only,Yes,410186
110831,2023-10-13 03:18:22,By Appointment Only,Yes,411535
112331,2023-10-13 04:25:56,Bike Parking,Yes,412059
112332,2023-10-13 04:25:56,Parking,"Lot, Private",412059
112333,2023-10-13 04:25:56,Wheelchair Accessible,Yes,412059
112334,2023-10-13 04:25:56,By Appointment Only,Yes,412059
112550,2023-10-13 04:48:15,Parking,"Lot, Private",412207
112551,2023-10-13 04:48:15,By Appointment Only,Yes,412207
113141,2023-10-13 05:23:35,Parking,Private,412476
113142,2023-10-13 05:23:35,Wheelchair Accessible,Yes,412476
113755,2023-10-13 05:42:46,Parking,"Lot, Private",412691
113756,2023-10-13 05:42:46,Wheelchair Accessible,No,412691
113757,2023-10-13 05:42:46,By Appointment Only,Yes,412691
118749,2023-10-13 12:41:32,Parking,Lot,414799
119926,2023-10-13 14:27:22,Parking,"Lot, Private",415153
119927,2023-10-13 14:27:22,Wheelchair Accessible,Yes,415153
119928,2023-10-13 14:27:22,By Appointment Only,Yes,415153
120301,2023-10-13 14:59:31,Wheelchair Accessible,No,415322
120302,2023-10-13 14:59:31,Parking,Street,415322
120303,2023-10-13 14:59:31,Bike Parking,Yes,415322
120304,2023-10-13 14:59:31,By Appointment Only,Yes,415322
120771,2023-10-13 15:55:51,Parking,"Lot, Private",415664
120772,2023-10-13 15:55:51,Wheelchair Accessible,Yes,415664
120773,2023-10-13 15:55:51,Price Range,Average,415664
120774,2023-10-13 15:55:51,Bike Parking,No,415664
120775,2023-10-13 15:55:51,By Appointment Only,No,415664
121438,2023-10-13 17:52:28,Parking,"Lot, Private",416361
121439,2023-10-13 17:52:28,Wheelchair Accessible,Yes,416361
121440,2023-10-13 17:52:28,By Appointment Only,Yes,416361
121835,2023-10-13 19:16:21,Parking,"Lot, Private",416996
121836,2023-10-13 19:16:21,Price Range,Above Average,416996
121837,2023-10-13 19:16:21,Services,"Waxing, Thai Massage, Chemical Peels, Swedish Massage, Laser Hair Removal, Spray-On Tanning, Facials, Deep Tissue Massages, Pregnancy Massages, Eyebrow Shaping, Botox, Couples Massages, Tattoo Removal, Vein Treatments, Microdermabrasion, Collagen Treatmen",416996
121838,2023-10-13 19:16:21,Wheelchair Accessible,Wheelchair Accessible,416996
122428,2023-10-13 20:38:28,Parking,"Lot, Private",417897
122429,2023-10-13 20:38:28,Wheelchair Accessible,No,417897
122430,2023-10-13 20:38:28,By Appointment Only,Yes,417897
123144,2023-10-13 21:24:18,Wheelchair Accessible,Yes,418267
123145,2023-10-13 21:24:18,Parking,Lot,418267
123613,2023-10-13 21:41:23,Specialties,"Extensions, Perms, Curly Hair, Coloring, Kids' Hair",419049
123614,2023-10-13 21:41:23,Parking,"Lot, Private",419049
123615,2023-10-13 21:41:23,Bike Parking,Yes,419049
123616,2023-10-13 21:41:23,Wheelchair Accessible,Yes,419049
123617,2023-10-13 21:41:23,By Appointment Only,No,419049
123856,2023-10-13 22:02:25,Parking,"Lot, Private",419152
123857,2023-10-13 22:02:25,Price Range,Average,419152
123858,2023-10-13 22:02:25,By Appointment Only,No,419152
124536,2023-10-13 22:42:05,Bike Parking,Yes,419471
124537,2023-10-13 22:42:05,Price Range,Above Average,419471
124538,2023-10-13 22:42:05,By Appointment Only,No,419471
125554,2023-10-13 23:30:37,Wheelchair Accessible,Yes,419936
125555,2023-10-13 23:30:37,Parking,Lot,419936
125946,2023-10-13 23:52:16,Parking,"Street, Free, Private",420233
128476,2023-10-14 04:26:58,Parking,"Lot, Private",425773
128477,2023-10-14 04:26:58,Wheelchair Accessible,No,425773
128478,2023-10-14 04:26:58,By Appointment Only,Yes,425773
129860,2023-10-14 08:32:09,Parking,"Lot, On Site, Free",428101
129861,2023-10-14 08:32:09,Price Range,Average,428101
129862,2023-10-14 08:32:09,By Appointment Only,Yes,428101
131999,2023-10-14 14:07:44,Wheelchair Accessible,Yes,432031
132000,2023-10-14 14:07:44,Parking,Lot,432031
132456,2023-10-14 16:08:38,Wheelchair Accessible,Yes,436563
132457,2023-10-14 16:08:38,Parking,Lot,436563
135770,2023-10-14 23:00:59,Parking,"Lot, Self, On Site, Free",441406
135880,2023-10-14 23:07:58,Wheelchair Accessible,Yes,441918
135881,2023-10-14 23:07:58,Parking,Lot,441918
136887,2023-10-15 00:51:24,Price Range,Average,443199
