id,ts,title,_yf_slug,website,telephone,address,postal_code,latitude,longitude,email,opening_hours,description,brand,service_product,reviews,average_star
297431,2023-10-22 09:27:04,Skin Zen Facial & Body Salon,/vancouver-wa/bpp/skin-zen-facial-body-salon-10158406,,360-735-0155,"7712 NE Hazel Dell Ave, Vancouver, WA, 98665",98665,45.67803,-122.66902,,"""Mo-Sa 09:00-17:00""",,,,,
297437,2023-10-22 09:27:37,All Clear Electrology,/wilsonville-or/bpp/all-clear-electrology-3533763,http://www.allclearelectrology.com,503-682-0324,"8855 SW Holly Ln Ste 104, Wilsonville, OR, 97070",97070,45.300213,-122.767784,christinad6@frontier.com,"""Mo-Sa 08:00-18:00""","The Only Permanent Choice. Complimentary Consultation. At All Clear Electrology we specialize in performing permanent hair removal for men and women. Located in Wilsonville, OR. We welcome patients from all over the area to get results for stubborn or unwanted hairs. Our procedure is safe and gentle. We can safely remove hair from the face as well as other areas on the body. Other areas we can provide permanent results for include: Legs Arms Chin Bikini Eyebrow shaping All Clear Electrology is a proud member of O.A.L.E. and A.E.A. We schedule appointments on week days, evenings and Saturdays for your convenience. Your treatment will be in a private office setting, for discretion and comfort. Get smooth results, and be confident that you're in the clear. Call us to set up your own personal consultation.",,,,
297534,2023-10-22 10:00:14,Studio DeVine Beauty Boutique,/bend-or/bpp/studio-devine-beauty-boutique-481194400,http://studiodevinebend.com,541-678-5666,"750 NW Lava Rd, Bend, OR, 97703",97703,44.05749,-121.31164,devinemelinda@gmail.com,"""Mo-Sa 10:00-17:00""",,,,,
297606,2023-10-22 10:14:51,"EsthetixMD Spa & Laser Center, LLC",/bend-or/bpp/esthetixmd-spa-laser-center-llc-473329113,https://www.esthetixmd.com,541-303-9155,"115 SW Allen Rd, Bend, OR, 97702",97702,44.049686,-121.32419,exhale@esthetixmd.com,"""Mo 09:00-19:00"",""Tu-We 08:00-19:00"",""Th-Sa 09:00-18:00"",""Su 09:00-16:00""","EsthetixMD Medical Spa and Laser Center is our state of the art medical practice that serves the people of Bend, OR. When initially founded, we were known as Exhale Spa and Laser Center and we were dedicated to providing our patients nothing short of the best care. As EsthetixMD, we still hold this aim and have built upon it. Our practice is equipped with the latest tools and technology, and we offer our patients a comprehensive range of services. We take pride in providing safe, effective, and personalized care that helps our patients achieve their goals.",,,,
297610,2023-10-22 10:15:35,Body Brite Bend,/bend-or/bpp/body-brite-bend-539461150,http://www.bodybriteusa.com/bend,541-241-2443,"1288 SW Simpson Ave Ste K, Bend, OR, 97702",97702,44.048126,-121.32942,bend@bodybriteusa.com,"""Mo-Fr 09:00-19:00"",""Sa 10:00-16:00""",,,,,
298116,2023-10-22 11:30:32,Laser Derm Inc,/medford-or/bpp/laser-derm-inc-541909525,,541-773-7219,"2924 Siskiyou Blvd Ste 200, Medford, OR, 97504",97504,42.31922,-122.82743,info@medfordderm.com,"""Mo-Fr 09:00-16:00""",,,Hair Removal Rosacea Spider Veins Wrinkles,,
298228,2023-10-22 11:58:41,Ashland Electrolysis,/ashland-or/bpp/ashland-electrolysis-463137853,http://www.ashlandelectrolysis.com,541-488-3262,"295 E Main St Ste 10, Ashland, OR, 97520",97520,42.19563,-122.71156,molly@ashlandelectrolysis.com,,,,Electrolysis Thermolysis,,
300098,2023-10-22 15:22:41,Cameo Electrolysis,/walnut-creek-ca/bpp/cameo-electrolysis-12519249?lid=1000230008700,,925-943-6040,"1406 Maria Ln, Walnut Creek, CA, 94596",94596,37.905277,-122.05491,angiec009@sbcglobal.net,"""Mo-Fr 09:00-17:00""",Schedule a consultation that will provide you with all the information you need to make yourself look and feel great! Be sure to check out the services we offer and how we might assist you in many ways.Dont waste your time and money on those off the shelf products that dont work! Electrolysis is the only form of permanent hair removal recognized by the Food and Drug Administration. This procedure is a safe and permanent solution to the annoying problem of excess hair growth.,,"Permanent Hair Removal Since 1985. Complimentary Consultation - Pre-Sterilized Disposable Probes - Local Anesthetics Available - Angie Cianfichi, R.E.",,
301701,2023-10-22 18:48:54,Electrolysis by Elaine,/philadelphia-pa/bpp/electrolysis-by-elaine-472500323,,215-677-4214,"8957 Turton Dr, Philadelphia, PA, 19115",19115,40.084953,-75.05089,,,,,,,
302536,2023-10-22 19:51:36,Bella Derma Face & Body,/millbrae-ca/bpp/bella-derma-face-body-22369546,http://www.belladermafaceandbody.com,650-652-9113,"348 Broadway, Millbrae, CA, 94030",94030,37.601257,-122.392,info@bbbemail.org,"""Mo-Fr 10:00-19:30"",""Sa 10:00-16:00""",,,,,
302681,2023-10-22 20:14:30,Image Perfection,/san-bruno-ca/bpp/image-perfection-461719151,https://imageperfectionspa.com/contact,650-873-1198,"1310 El Camino Real Ste G, San Bruno, CA, 94066",94066,37.639057,-122.42236,jag@postalannex22.com,"""Mo 09:30-19:00"",""Tu-Th 09:30-20:30"",""Fr-Sa 09:00-18:30"",""Su 09:00-18:00""",,,,,
303202,2023-10-22 21:11:45,Feri's Electrolysis,/havertown-pa/bpp/feris-electrolysis-14484946,http://www.feriselectrolysis.com,610-446-3535,"146 N Eagle Rd, Havertown, PA, 19083",19083,39.97605,-75.31912,feriselectrolysis@gmail.com,"""Mo-Tu 07:00-21:00"",""We 07:00-12:00"",""Th 07:00-21:00"",""Fr-Sa 07:00-12:00""",,,,,
304737,2023-10-23 01:07:47,ParkSide Laser & Electrolysis,/pittsburgh-pa/bpp/parkside-laser-electrolysis-495407503,,412-496-7339,"1102 S Braddock Ave, Pittsburgh, PA, 15218",15218,40.432655,-79.89413,,,,,,,
304870,2023-10-23 02:04:46,Aniko's Hungarian Skin Care and Spa,/oakdale-pa/bpp/anikos-hungarian-skin-care-and-spa-9856115,http://www.cafechocolade.net,412-788-4005,"7061 Steubenville Pike, Oakdale, PA, 15071",15071,40.44346,-80.1759,cafechocolade@aol.com,"""Tu 10:00-20:00"",""We 10:00-18:00"",""Th 10:00-20:00"",""Fr 10:00-18:00"",""Sa 09:00-15:00""","facial, hair removal, waxing, electrolysis, natural nail care, massage therapy, cosmetic treatments, hair styling, hair coloring,",,,1,5
304932,2023-10-23 02:19:08,Cathie Gaudio & Co,/mc-kees-rocks-pa/bpp/cathie-gaudio-co-453284483,,412-788-0818,"5996 Steubenville Pike, Mc Kees Rocks, PA, 15136",15136,40.44682,-80.14373,,"""Mo-Fr 09:00-17:00""",,,,,
305551,2023-10-23 03:58:16,LaserAway,/burlingame-ca/bpp/laseraway-506775989,https://www.laseraway.com/locations/ca/burlingame,650-524-5554,"1411 Burlingame Ave Ste 525, Burlingame, CA, 94010",94010,37.577522,-122.34832,contact@laseraway.com,"""Mo-Su 08:00-20:00""","The nation's leading aesthetic dermatology provider of laser hair removal, laser tattoo removal, and other dermatological services. LaserAway uses only the most advanced technology in a relaxing but sophisticated environment. Popular services offered include acne scar removal, non-invasive body contouring, dermal fillers, laser facials, lip injections, liquid facelifts, and photo facials. More specifically, LaserAway uses innovative dermatological products and technologies like Botox, Clear + Brilliant, VelaShape, Juvederm, Xeomin, and Thermage to achieve outstanding results.",,,,
306411,2023-10-23 07:51:26,Salon 309,/orefield-pa/bpp/salon-309-455585759,http://www.salon309.net,610-366-7550,"3538 Route 309 Ste 2, Orefield, PA, 18069",18069,40.646828,-75.59447,,"""Tu-Th 09:00-20:00"",""Fr 09:00-19:00"",""Sa 09:00-15:00""",,,,,
307264,2023-10-23 10:29:30,Truespa,/palmerton-pa/bpp/truespa-13803828,http://truespa.net,610-826-4900,"234 Delaware Ave, Palmerton, PA, 18071",18071,40.800804,-75.61184,truespa@ptd.net,"""Tu 10:00-20:00"",""Th 10:00-19:00"",""Fr 09:30-14:00"",""Sa 08:30-12:30""",,,,1,5
307749,2023-10-23 11:19:01,Milan Laser Hair Removal,/erie-pa/bpp/milan-laser-hair-removal-561478187,https://www.milanlasererie.com,814-240-3892,"5624 Peach St, Erie, PA, 16505",16509,42.07212,-80.093544,Jessicaa@milanlaser.com,"""Mo-Th 09:00-18:00"",""Fr-Sa 09:00-17:00""","Milan Laser Hair Removal is the nation’s largest laser hair removal with over 300 locations including our Erie, PA location. We provide laser hair removal services with permanent results. Our highly trained medical professionals use the best laser in the industry to safely and effectively remove unwanted hair.",,,,
307764,2023-10-23 11:21:06,Advanced Permanent Hair Removal,/erie-pa/bpp/advanced-permanent-hair-removal-462782960,http://www.nomore-hair.com,814-868-0891,"891 Weber Ln, Erie, PA, 16509",16509,42.06761,-80.06284,,"""Mo-Su""",,,,,
307960,2023-10-23 12:27:38,Sahars Beauty Touch,/nationwide/bpp/sahars-beauty-touch-16580850,https://saharbeautytouch.com,619-589-5498,,,,,saharsbeautytouch@yahoo.com,,,,,,
308557,2023-10-23 14:19:10,Shear Magic,/douglassville-pa/bpp/shear-magic-11851444,,610-582-0494,"4 School St, Douglassville, PA, 19518",19518,40.258095,-75.77348,carolann@shearmag.com,"""Mo-We 08:00-20:00"",""Th-Fr 08:00-17:00"",""Sa 08:00-14:00""",,,,,
308663,2023-10-23 14:43:37,"Mindi S. Stoner, Electrologist",/denver-pa/bpp/mindi-s-stoner-electrologist-6942365,http://stonerelectrologist.com,717-336-0600,"539 Elm St, Denver, PA, 17517",17517,40.241833,-76.13205,,,,,,,
308942,2023-10-23 15:29:28,Kelly McCool Salon Spa & Electrolysis,/scranton-pa/bpp/kelly-mccool-salon-spa-electrolysis-15797966,,570-969-1705,"1016 River St, Scranton, PA, 18505",18505,41.39474,-75.653755,,"""Mo-Fr 10:00-19:00""",,,,,
309783,2023-10-23 16:45:57,Laser Center & Aesthetics of Californiathe,/poway-ca/bpp/laser-center-aesthetics-of-californiathe-1863381,http://www.tlcaesthetics.org,858-679-7070,"12751 Poway Rd, Poway, CA, 92064",92064,32.955425,-117.05509,tlcaesthetics@yahoo.com,"""Mo-Sa 10:00-18:00""",,,,,
310048,2023-10-23 18:25:58,Skin Essence By Edelgard,/san-mateo-ca/bpp/skin-essence-by-edelgard-467944404,,650-345-2224,"505 1st Ave, San Mateo, CA, 94401",94401,37.568333,-122.322495,,"""Mo-Fr 09:00-17:00""",,,,1,5
311281,2023-10-23 22:09:08,"Robin Mello, R.E, C.P.E Electrolysis & Skin Care",/san-carlos-ca/bpp/robin-mello-r-e-c-p-e-electrolysis-skin-care-461697404,http://www.sancarlosskincare.com,650-637-3926,"1717 Laurel St Ste F, San Carlos, CA, 94070",94070,37.493996,-122.24598,,,"For over 25 years, Robin Mello has been in practice as a Board Certified Registered Electrologist on the San Francisco peninsula, first in Burlingame then adding a second location in San Carlos.",,,,
311282,2023-10-23 22:10:44,Permanent Cosmetique,/san-carlos-ca/bpp/permanent-cosmetique-461707146,,650-598-9850,"1274 Laurel Street, Suite 110, San Carlos, CA, 94070",94070,37.49832,-122.25148,debraplayer@aol.com,,,,,,
311293,2023-10-23 22:15:50,Beaumont Kaye Skin Care & Electrolysis,/nationwide/bpp/beaumont-kaye-skin-care-electrolysis-467859018,http://www.kayebeaumont.com,650-348-0252,,,,,info@kayebeaumont.com,"""Mo-Fr 09:00-17:00""",,,,,
314142,2023-10-24 00:55:33,M.A.W. Beauty Hair & Makeup Studio,/lincoln-ri/bpp/m-a-w-beauty-hair-makeup-studio-520857906,,401-678-0179,"85 Industrial Cir Ste 1100-A, Lincoln, RI, 02865",02865,41.892017,-71.409035,info@mawbeautystudio.com,,,,,,
317255,2023-10-24 04:19:20,Celibre Medical Corporation,/torrance-ca/bpp/celibre-medical-corporation-536227287,http://www.celibre.com/skinrejoverview_ylocal.aspx,310-373-5000,"23211 Hawthorne Blvd Ste 200, Torrance, CA, 90505",90505,33.81581,-118.3514,info@celibre.com,"""Mo-Fr 09:00-18:00"",""Sa 10:00-16:00""","At Celibre, we offer the safest and most effective cosmetic skincare treatments available using the most current FDA-approved laser technology. acne, scar removal, laser hair removal, hair removal, treatment acne, rosacea, skin spots, stretch marks, melasma, remove spots, tattoo removal, acne los angeles, freckles, hair removal laser los angeles, permanent hair removal, laser training, wrinkles, spider veins, stretch mark, acne scars, PDT, hair remover, sun spots, pubic hair removal, laser schools, adult acne, los angeles hair removal, age spots, acne treatments, diode lasers, stretch mark removal, laser tattoo removal, get rid of acne, acne solution, laser acne, cystic acne, pimple, zits, how to get rid of stretch marks, ingrown hairs, laser classes, sun damage, acne scar, back acne, acne laser los angeles, liver spots, Torrance Laser, how to get rid of acne, los angeles tattoo removal, skin care laser, tattoo remove, photodynamic therapy, vein removal, vein treatment, laser program, body hair removal, sun spot, facial hair removal, lazer hair removal, Botox, freckle, los angeles acne laser treatment, acne removal, los angeles acne scar removal, acne scar treatment, Laser Long Beach, acne treatment laser, scar therapy, leg veins, spider vein, strech marks, rosacea treatment, laser education, scar treatments, wrinkle treatment, get rid of stretch marks, acne solutions, remove hair, rid of stretch marks, best hair removal, laser hair removal california, acne scar removal, laser for hair removal, laser hair removal prices, hair removal laser treatment, permanent laser hair removal, healing scars, scar reduction, acne laser treatment, acne treatment, wrinkle resistant, body waxing, laser hair removal cost, unwanted hair, long beach laser hair removal, laser hair remover, acne body, acne vulgaris, spa medical, wrinkle, laser stretch marks, age spot, facial scars, rosacea acne, laser hair removal los angeles, sun damage skin, laser hair removal training, bikini hair removal, acne free, genital hair removal, melasma treatment, face wrinkles, remove stretch marks, dermatologist, best acne treatment, laser for acne, laser skin, best acne, acne surgery, ingrown pubic hair, for melasma, skin melasma, laser stretch mark removal, medical spas, electrolysis hair removal, acne laser removal, nair hair removal, treatment for acne, bikini waxing, spider vein treatment, acne southern california, chloasma, face veins, skin acne scars, age spot removal, stretch marks removal, fraxel laser acne scars, treatment for scar, eye wrinkles, acne long beach, hair removing, spider vein removal, how to get rid of pimples, dermatology, skin acne, cure melasma, acne light, laser hair removal schools, waxing salons, american laser hair removal, laser treatment, freckle removal, ipl, dermatologist long beach, hair removal long beach, torrance dermatologist, hair removal treatment, acne marks, Laser Marina Del Rey, getting rid of stretch marks, laser training california.",,"Laser Treatment, Laser Hair Removal, Tatto Removal, Scar Removal",,
317930,2023-10-24 04:39:17,Avenue Salon Inc.,/middletown-ri/bpp/avenue-salon-inc-7827442,,401-848-8105,"710 Aquidneck Ave, Middletown, RI, 02842",02842,41.50717,-71.28272,avenue1005@aol.com,"""Mo-Fr 09:00-20:00"",""Sa 09:00-16:00""",,,,,
319428,2023-10-24 05:37:07,Associates In Electrology & Advanced Laser Therapy,/north-providence-ri/bpp/associates-in-electrology-advanced-laser-therapy-22232165,http://www.hairremovalri.com,401-232-5336,"2101 Mineral Spring Ave, North Providence, RI, 02911",02911,41.85919,-71.47771,debranaz@aol.com,"""Mo 09:00-15:00"",""Tu-Th 08:00-18:30"",""Fr 09:00-15:00"",""Sa 08:00-13:00""",Associates In Electrology & Advanced Laser Therapy is a permanent hair removal practice that specializes in both electrolysis and laser hair removal.,,,11,5
319774,2023-10-24 05:40:25,Shepherd La Nora,/fresno-ca/bpp/shepherd-la-nora-459608823,,559-224-8202,"5064 N Angus St Ste 101, Fresno, CA, 93710",93710,36.809265,-119.77667,,"""We-Th 09:00-20:00"",""Fr 09:00-17:00"",""Sa 09:00-14:00""",,,,,
320755,2023-10-24 06:04:59,Hair Crew International,/north-kingstown-ri/bpp/hair-crew-international-465633061,http://www.haircrewinc.com,401-294-3177,"1051 Ten Rod Rd, North Kingstown, RI, 02852",02852,41.58231,-71.49464,,"""Mo-Th 09:00-19:00"",""Fr-Sa 09:00-17:00""",,,,,
322070,2023-10-24 07:04:05,Serenity Hair Designs,/north-attleboro-ma/bpp/serenity-hair-designs-550959899,http://mobile.serenityhd.comcastbiz.net,508-316-3516,"556 Kelley Blvd, North Attleboro, MA, 02760",02760,42.00672,-71.30173,nicolemich05@gmail.com,"""Tu 09:00-19:00"",""Th 09:00-19:00"",""Fr 09:00-14:00"",""Sa 09:00-16:00""",,,,,
322289,2023-10-24 07:15:54,Electrology by Susan Glennon,/north-attleboro-ma/bpp/electrology-by-susan-glennon-7703225,http://www.electrologybysusanglennon.com,774-643-2424,"96 Orne St, North Attleboro, MA, 02760",02760,41.982876,-71.32771,,,,,Eyebrow Shaping Laser Hair Removal,,
322586,2023-10-24 07:18:15,Toscana European Day Spa,/cumberland-ri/bpp/toscana-european-day-spa-12923365,,401-658-5277,"3460 Mendon Rd, Cumberland, RI, 02864",02864,41.97831,-71.46061,doina.mandrila@gmail.com,"""Tu-Fr 09:00-21:00"",""Sa 09:00-18:00""",,,,,
323367,2023-10-24 08:10:45,Hair Designs By Helene & Co,/franklin-ma/bpp/hair-designs-by-helene-co-11133535,,508-528-0564,"137 E Central St, Franklin, MA, 02038",02038,42.081146,-71.39143,helene68@verizon.net,"""Tu 09:00-16:00"",""We-Fr 09:00-20:00"",""Sa 09:00-16:00""",,,,,
323420,2023-10-24 08:18:15,Franklin Electrolysis,/franklin-ma/bpp/franklin-electrolysis-5481772?lid=1002004396239,http://www.franklinelectrolysis.com,508-528-4120,"29 James St, Franklin, MA, 02038",02038,42.07274,-71.3999,carmella@franklinelectrolysis.com,"""Tu 12:00-20:00"",""We 09:00-19:00"",""Th 12:00-20:00""",Franklin Electrolysis specializes in hair removal. We provide expert advice on cutting-edge trends in the industry today. We offer a free consultation to give you an analysis on which method best suits your need before the magic begins. We believe that everyone is different and we guarantee to give you our best in hair removal expertise. Our technicians are trained to provide our customers with excellent techniques and much more! Since 1984 Franklin Electrolysis has dedicated to bringing the best service to our customers from start to finish. Call today for a free private consultation and learn more about the services offered.,,,,
324511,2023-10-24 10:25:41,Columbia Laser & Aesthetics Center Inc,/columbia-sc/bpp/columbia-laser-aesthetics-center-inc-520480484,http://www.columbialac.com,803-851-3459,"1410 Blanding St Ste 203, Columbia, SC, 29201",29201,34.008896,-81.03296,columbialac@gmail.com,"""Mo 09:00-17:00"",""Tu-Th 09:00-18:00"",""Fr 09:00-14:00""",,,"Laser hair removal, spider vein treatments, sun damage treatments, rosacea treatments, Botox,Dysport, Feminine rejuventation, dermal fillers",,
324563,2023-10-24 10:29:02,The Essence Of Electrolysis,/columbia-sc/bpp/the-essence-of-electrolysis-525441911,http://www.theessenceofelectrolysis.com,803-446-2393,"2230 Decker Blvd Ste D, Columbia, SC, 29206",29206,34.052917,-80.94593,,"""Mo-Sa 09:00-21:00""","We are passionate about personal appearance and personal care. In fact there, is nothing more that we love than providing you with the finest quality of service. Our years of industry experience and knowledge allows us to pick the finest products on the market when it comes to our clients and their hair care needs and services. Some services may come with discounted prices.",,"Hair Care, Electrolysis, Nails, Eyelashes, Eyebrow Shaping, Weaves and more.",,
324795,2023-10-24 11:15:08,European Skin & Hair Clinic,/columbia-sc/bpp/european-skin-hair-clinic-451068614?lid=1001692734116,http://www.europeanskinandhair.net,803-738-0903,"4700 Forest Dr, Columbia, SC, 29206",29206,34.019146,-80.9692,esc29206@att.net,"""Tu-Fr 10:00-17:00"",""Sa 10:00-15:00""","At European Skin & Hair Clinic we will make sure you are pampered with perfection. From head to toe we will make sure your time at our spa will leave you stress free and gently relaxed. Call us today (803)738-0903, or visit us at www.europeanskinandhair. net",,"Facials, Waxing, Massages, Electrolysis, Inch Loss Body Wraps",,
324796,2023-10-24 11:15:17,The Dermatology Group,/columbia-sc/bpp/the-dermatology-group-451061778?lid=1001956119174,http://www.thedermgroupsc.com,803-253-1780,"1709 Barnwell St, Columbia, SC, 29201",29201,34.011547,-81.02735,,"""Mo-Fr 08:00-17:00""","Your skin is the largest human organ and plays a vital role in your overall health and image. Our passion is to help you attain and maintain healthy, beautiful skin through prevention, protection and pampering. That begins by putting our patients first.By establishing personal relationships with patients, we personalize skin treatments for all ages. Our doctors specialize in medical, surgical and customized treatments for conditions ranging from skin cancer to cosmetic rejuvenation, improving the look, feel, and health of your skin, hair and nails. All of our staff is dedicated to your comfort and prompt attention as well. Each phone call is answered by a live person. It is all a part of our belief that you deserve a personal touch in every aspect of your skin treatment and care at The Dermatology Group.",,"From rashes to melanoma, The Dermatology Group is equipped to handle all your dermatological needs. Skin Care, Skin Conditions, Skin Growths, Skin Infections, Skin Cancers, Acne, Moles (Nevi), Psoriasis, Rashes, Rosacea, Warts, and Wrinkles",,
325517,2023-10-24 13:54:26,Associated Electrolysis of Charleston,/charleston-sc/bpp/associated-electrolysis-of-charleston-480222342,http://www.associatedelectrolysis.com,843-556-4550,"1052 Gardner Rd, Charleston, SC, 29407",29407,32.799236,-80.01905,mary.associatedelectrolysisc@gmail.com,"""Mo-Fr 10:00-18:30""",Monday - Friday 10am - 6:30pm * Saturday appointments available.,,"Permanent Hair Removal Services, Electrolysis Treatment",,
326489,2023-10-24 16:24:57,Palmetto Permanent Hair Removal,/north-charleston-sc/bpp/palmetto-permanent-hair-removal-514249208,http://nohairnow.com,843-452-3086,"3255 Landmark Dr, North Charleston, SC, 29418",29418,32.92929,-80.06942,,,,,,,
327661,2023-10-24 17:39:26,Electrolysis BY Judy,/summerville-sc/bpp/electrolysis-by-judy-5059258?lid=1000115519317,http://www.judyselectrolysis.com,843-871-1020,"202 Castle Harbor Dr, Summerville, SC, 29483",29483,33.035286,-80.229836,judy_smithson7579@att.net,"""Tu-Th 08:00-20:00"",""Fr 08:00-12:00""","Electrolysis by Judy in Summerville, SC serves all customers looking for a permanent hair removal solution. Our Hours of Operation are: Hours by Appointment We are proud to have the following certifications and affiliations - Recommended & Approved by Local Physicians. We have been proudly serving the Summerville, SC area since 1976. CELL PHONE: 843-653-2351",,,,
329127,2023-10-24 19:21:14,Bolt Joanne LE,/mission-viejo-ca/bpp/bolt-joanne-le-2940604,,949-837-2242,"23881 Via Fabricante Ste 508, Mission Viejo, CA, 92691",92691,33.616665,-117.681145,,"""Tu-Th 09:00-21:00"",""Fr 09:00-18:00"",""Sa 09:00-16:00""",,,Electrolysis Hair Removal,,
329169,2023-10-24 19:38:58,Infinite Rejuvenation,/fort-mill-sc/bpp/infinite-rejuvenation-467373179,,803-547-9989,"1698 Highway 160 W Ste 210, Fort Mill, SC, 29708",29708,35.032124,-80.96872,waynemoliver@gmail.com,"""Mo 09:00-18:00"",""Tu 15:00-18:00"",""We-Th 09:00-18:00"",""Fr 09:00-12:00""",,,,,
329207,2023-10-24 19:41:52,Avila Nancy Permanent Hair Removal,/mission-viejo-ca/bpp/avila-nancy-permanent-hair-removal-478617765,,949-462-0559,"24002 Alicia Pkwy, Mission Viejo, CA, 92691",92691,33.61392,-117.67975,nancyk.avila@yahoo.com,"""Tu-Fr 10:00-19:00""","Dermatologist Recomended, Over 25 Years Experience, Day & Evening Appointments Available - Call For An Appointment, Medically Sterile Utensils, Located in The Spa Club",,Electrolysis,,
329388,2023-10-24 20:10:17,Sheila's Electrolysis,/fort-mill-sc/bpp/sheilas-electrolysis-491135520,http://sheilaselectrolysis.com,803-547-7482,"150 B W Thomas Dr, Fort Mill, SC, 29708",29708,35.05366,-81.00769,,,,,,,
330142,2023-10-24 21:59:38,Salon La Ree/Certified Electrologists,/sioux-falls-sd/bpp/salon-la-ree-certified-electrologists-13002274,http://salonlaree.com,605-332-3343,"1905 S Hawthorne Ave, Sioux Falls, SD, 57105",57105,43.52845,-96.74891,rmj011@netzero.net,"""Tu-Fr 08:00-17:30"",""Sa 08:00-12:00""",,,,,
330159,2023-10-24 22:09:43,Genesis By Don & Co,/sioux-falls-sd/bpp/genesis-by-don-co-3616537,,605-332-9240,"3700 S Kiwanis Ave Ste 2, Sioux Falls, SD, 57105",57105,43.511257,-96.75788,sherri@genesisbydon.com,"""Mo-Fr 09:00-21:00"",""Sa 09:00-17:00""",Family haircare in a fun and relaxing atmosphere.,,,,
330169,2023-10-24 22:14:23,Waxing The City,/sioux-falls-sd/bpp/waxing-the-city-564800592,http://www.waxingthecity.com/locations/w300/us/sd/sioux-falls-east,605-271-0930,"607 S Highline Pl, Sioux Falls, SD, 57110",57110,43.54275,-96.654976,,,,,,,
330453,2023-10-24 23:42:27,New Way Beauty,/laguna-niguel-ca/bpp/new-way-beauty-12028970,,949-247-6538,"30011 Ivy Glenn Dr, Laguna Niguel, CA, 92677",92677,33.52677,-117.71562,,"""Mo-Sa 10:00-20:00"",""Su 12:00-20:00""",,,,,
333022,2023-10-25 03:46:07,De La Belle Wellness & Spa,/memphis-tn/bpp/de-la-belle-wellness-spa-520833178,http://www.delabelle.net,901-433-9024,"3086 Poplar Ave, Memphis, TN, 38111",38111,35.13183,-89.958694,renee.pinlac@live.com,"""Tu-Fr 09:30-17:30"",""Sa 10:00-15:00""",,,,,
333760,2023-10-25 06:54:55,Karee Hays Esthetics,/nashville-tn/bpp/karee-hays-esthetics-503969563,http://www.kareehays.com,615-383-5053,"2309 Crestmoor Rd Ste 200, Nashville, TN, 37215",37215,36.10975,-86.81625,noel@kareehays.com,"""Mo 10:00-16:00"",""Tu-Th 10:00-18:00"",""Fr 10:00-16:00"",""Sa 10:00-15:00""",,,,,
334236,2023-10-25 08:26:37,Patio Coiffure Inc,/nashville-tn/bpp/patio-coiffure-inc-460575315,,615-383-3211,"4104 Hillsboro Pike, Nashville, TN, 37215",37215,36.101818,-86.81756,dbluebird@aol.com,"""Mo 17:30-00:00"",""Tu-Th 17:00-00:00"",""Fr-Sa 17:30-00:00"",""Su 17:00-00:00""",,,,,
335503,2023-10-25 11:53:15,Total Hair & Body Medical,/knoxville-tn/bpp/total-hair-body-medical-545880026,https://www.totalhairandbodymedical.com,865-888-5426,"11121 Kingston Pike Ste A, Knoxville, TN, 37934",37934,35.88748,-84.14969,drdarinhale@totalhairandbodymedical.com,"""Mo-Fr 08:30-19:00"",""Sa 09:00-14:00""",The latest technology in aesthetic medicine and hair restoration is now available in Knoxville! Total Hair and Body offers a wide range of services to make you look and feel your best. Book your free consultation online or call 865-888-5426.,,,,
335558,2023-10-25 12:02:58,Electrolysis and Skin Care Solutions,/knoxville-tn/bpp/electrolysis-and-skin-care-solutions-511860782,http://www.electrolysisandskincaresolutions.com,865-387-7642,"5213 Homberg Dr, Knoxville, TN, 37919",37919,35.937225,-83.988525,,"""Mo-Fr 08:00-19:00"",""Sa 08:00-12:00""",Permanent hair removal.,,,,
335789,2023-10-25 12:45:04,Premier Laser Spa,/knoxville-tn/bpp/premier-laser-spa-475496924,http://premierlaserspa.com,865-777-4447,"11627 Parkside Dr, Knoxville, TN, 37934",37934,35.895996,-84.17095,,"""Mo-Tu 10:00-19:00"",""We 10:00-17:00"",""Th 10:00-19:00"",""Fr 10:00-14:00"",""Sa 09:00-14:00""",,,,,
335993,2023-10-25 13:30:47,The Blowout Co. Chattanooga,/chattanooga-tn/bpp/the-blowout-co-chattanooga-520021344,http://www.blowoutco.com,423-752-2072,"1301 Cowart St Ste 101, Chattanooga, TN, 37402",37402,35.039055,-85.309425,leslie@blowoutco.com,"""Mo-Th 08:00-18:00"",""Fr 08:00-20:00"",""Sa 09:00-20:00"",""Su 13:00-18:00""","Our unique concept hair salon is located in a trendy part of the city where you can come to relax and have your hair styled in under an hour. We specialize in blowouts and adding the finishing touches to an evening look. Our talented and experienced stylists will make sure your hair is smooth, shinny, and beautiful before you walk out of the door. With our blowout services, every hair will be in the right place. Whether you are a working woman on the go or you have a special event to go to, we will make you look magical. We also provide makeup services. Call to schedule your first appointment today!",,,,
336016,2023-10-25 13:42:51,D'Zar Threading & Beauty,/chattanooga-tn/bpp/dzar-threading-beauty-512033865,,423-321-8525,"4423 Highway 58, Chattanooga, TN, 37416",37416,35.08451,-85.20128,khan.fahmida@gmail.com,"""Tu-Th 11:00-18:00"",""Fr 10:00-19:00"",""Sa 10:00-17:00"",""Su 13:00-17:00""",,,,,
336017,2023-10-25 13:43:06,Mane Crush,/chattanooga-tn/bpp/mane-crush-517612876,https://www.manecrushtoo.com,423-661-8217,"6933 Lee Hwy Ste 801, Chattanooga, TN, 37421",37421,35.043755,-85.164505,sharonkilgoremcs@gmail.com,,,,,,
